Identificador, Temperatura, Presión, Altitud, Longitud(GPS), Latitud(GPS), Altitud(GPS), Acelerómetro X, acelerómetro Y, Acelerómetro Z, gyroscopio X, gyroscopio Y, gyroscopio Z, número de paquete
OMEGA,31.58,99118.07,185.38,0.00,0.00,0.00,12012,-9056,272,-3164,-9183,2791,1745
OMEGA,31.60,99118.61,185.34,0.00,0.00,0.00,12268,-9920,3848,15333,-16054,544,1746
OMEGA,31.60,99120.83,185.15,0.00,0.00,0.00,15820,-12000,3436,1683,-1567,2013,1747
OMEGA,31.60,99117.20,185.46,0.00,0.00,0.00,12084,-13140,4480,5018,-1339,1132,1748
OMEGA,31.60,99121.55,185.09,0.00,0.00,0.00,12908,-10920,5512,-10736,3981,-5471,1749
OMEGA,31.60,99119.94,185.23,0.00,0.00,0.00,16292,-9604,6296,5245,-5532,3549,1750
OMEGA,31.60,99121.00,185.14,0.00,0.00,0.00,16516,-8556,7980,354,-4794,-1954,1751
OMEGA,31.58,99119.13,185.29,0.00,0.00,0.00,15292,-11528,5524,11236,-9923,2691,1752
OMEGA,31.59,99116.92,185.48,0.00,0.00,0.00,12544,-11280,4284,-9528,7822,-5506,1753
OMEGA,31.59,99117.34,185.45,0.00,0.00,0.00,12712,-10116,6768,4391,1666,567,1754
OMEGA,31.61,99116.81,185.49,0.00,0.00,0.00,12428,-12356,3856,-5142,2676,887,1755
OMEGA,31.60,99118.78,185.32,0.00,0.00,0.00,11500,-12784,3824,-1850,114,27,1756
OMEGA,31.61,99119.38,185.27,0.00,0.00,0.00,11424,-14096,2828,3196,-2833,-196,1757
OMEGA,31.62,99119.50,185.28,0.00,0.00,0.00,10760,-12096,3372,546,-1547,2190,1758
OMEGA,31.62,99120.25,185.20,0.00,0.00,0.00,11520,-13100,2196,-9161,5535,127,1759
OMEGA,31.63,99120.97,185.14,0.00,0.00,0.00,15388,-8852,3552,-9110,13789,-640,1760
OMEGA,31.64,99121.82,185.07,0.00,0.00,0.00,15088,-6440,1828,-6469,1961,-3246,1761
OMEGA,31.64,99122.28,185.03,0.00,0.00,0.00,11480,-9644,940,2811,7740,2127,1762
OMEGA,31.64,99119.59,185.26,0.00,0.00,0.00,12464,-10208,3388,2284,-5076,-828,1763
OMEGA,31.65,99119.55,185.26,0.00,0.00,0.00,15624,-13360,3876,-7030,-4036,-10315,1764
OMEGA,31.64,99116.52,185.52,0.00,0.00,0.00,14632,-6176,1904,-9305,-8,3283,1765
OMEGA,31.64,99117.07,185.47,0.00,0.00,0.00,14604,-10396,2712,-3817,11059,363,1766
OMEGA,31.65,99115.92,185.57,0.00,0.00,0.00,14776,-9336,4784,-3737,1402,1060,1767
OMEGA,31.64,99118.88,185.32,0.00,0.00,0.00,13956,-9380,3144,-1746,2521,360,1768
OMEGA,31.64,99120.75,185.16,0.00,0.00,0.00,14368,-9064,4324,6824,-2406,999,1769
OMEGA,31.64,99116.35,185.53,0.00,0.00,0.00,14608,-8868,3216,-2195,1210,507,1770
OMEGA,31.64,99113.45,185.78,0.00,0.00,0.00,12568,-8352,4012,-173,674,-529,1771
OMEGA,31.65,99114.93,185.65,0.00,0.00,0.00,13988,-8416,3828,893,-646,550,1772
OMEGA,31.65,99116.13,185.55,0.00,0.00,0.00,16368,-8620,2044,3894,1043,-868,1773
OMEGA,31.65,99115.48,185.60,0.00,0.00,0.00,14440,-7600,1640,-2720,6628,-402,1774
OMEGA,31.66,99120.04,185.22,0.00,0.00,0.00,15540,-9064,3400,1265,235,630,1775
OMEGA,31.67,99116.88,185.48,0.00,0.00,0.00,14888,-8592,1452,-15111,9374,-1611,1776
OMEGA,31.67,99117.86,185.40,0.00,0.00,0.00,13476,-10492,4552,-5684,15163,-2796,1777
OMEGA,31.68,99118.11,185.38,0.00,0.00,0.00,13796,-9772,4084,-3570,-2133,929,1778
OMEGA,31.68,99120.45,185.18,0.00,0.00,0.00,14616,-9812,4348,4471,-2036,-412,1779
OMEGA,31.68,99119.42,185.27,0.00,0.00,0.00,16016,-9528,2704,-1964,1307,369,1780
OMEGA,31.69,99119.51,185.26,0.00,0.00,0.00,14552,-10548,5880,4310,-8149,1550,1781
OMEGA,31.70,99118.08,185.38,0.00,0.00,0.00,12448,-11032,12792,16771,-10299,5526,1782
OMEGA,31.70,99115.00,185.65,0.00,0.00,0.00,9836,-6856,17348,-27883,32767,1084,1783
OMEGA,31.69,99115.58,185.60,0.00,0.00,0.00,3748,-11804,17364,-9049,-3299,2270,1784
OMEGA,31.70,99115.52,185.60,0.00,0.00,0.00,4828,-11292,14448,8154,-16940,4704,1785
OMEGA,31.70,99113.64,185.76,0.00,0.00,0.00,6840,-8800,11484,185,-6348,2211,1786
OMEGA,31.71,99113.75,185.75,0.00,0.00,0.00,16216,-11296,8632,1684,8305,14733,1787
OMEGA,31.71,99112.66,185.84,0.00,0.00,0.00,-3044,-5144,8636,18539,10608,32767,1788
OMEGA,31.70,99110.39,186.19,0.00,0.00,0.00,-1228,10920,10840,377,-4410,-4679,1789
OMEGA,31.71,99111.66,185.93,0.00,0.00,0.00,324,216,16832,-20872,-2987,-13812,1790
OMEGA,31.71,99112.86,185.83,0.00,0.00,0.00,3412,-6648,17928,426,-11859,14538,1791
OMEGA,31.72,99112.43,185.86,0.00,0.00,0.00,-5988,-12216,11020,-9245,-1929,4029,1792
OMEGA,31.71,99111.45,185.95,0.00,0.00,0.00,-6180,-12668,11848,7215,15356,-12500,1793
OMEGA,31.72,99112.47,185.86,0.00,0.00,0.00,-2516,-11684,13884,-81,8134,503,1794
OMEGA,31.72,99110.59,186.02,0.00,0.00,0.00,-2988,-796,23780,5875,-2499,908,1795
OMEGA,31.72,99110.63,186.02,0.00,0.00,0.00,5200,7568,12964,-2006,-394,-3821,1796
OMEGA,31.73,99112.79,185.83,0.00,0.00,0.00,5284,3276,17800,-7591,-796,-3110,1797
OMEGA,31.74,99114.92,185.65,0.00,0.00,0.00,7452,1096,24828,1133,-2209,-7715,1798
OMEGA,31.73,99110.23,186.05,0.00,0.00,0.00,-1264,6720,15964,-1060,-723,-231,1799
OMEGA,31.74,99114.03,185.73,0.00,0.00,0.00,408,3480,17064,-3113,623,4555,1800
OMEGA,31.74,99112.73,185.84,0.00,0.00,0.00,2348,-1752,15300,-6023,-3960,16073,1801
OMEGA,31.74,99113.08,185.81,0.00,0.00,0.00,408,-3912,17216,1235,472,-1970,1802
OMEGA,31.74,99113.11,185.80,0.00,0.00,0.00,-1052,-3744,16744,1214,1576,2678,1803
OMEGA,31.75,99112.95,185.82,0.00,0.00,0.00,-6912,-4552,15820,-666,6784,-2935,1804
OMEGA,31.75,99115.72,185.59,0.00,0.00,0.00,-3076,-6904,17820,-4689,-7472,-1308,1805
OMEGA,31.76,99113.23,185.79,0.00,0.00,0.00,-6504,-12800,20152,-11510,17759,4634,1806
OMEGA,31.75,99115.59,185.60,0.00,0.00,0.00,-9564,-8956,8252,-10894,9849,8889,1807
OMEGA,31.75,99114.36,185.70,0.00,0.00,0.00,-12248,-8368,8800,6100,1242,-8099,1808
OMEGA,31.75,99115.55,185.51,0.00,0.00,0.00,-8048,-9476,8228,-2991,-886,3534,1809
OMEGA,31.76,99112.80,185.83,0.00,0.00,0.00,-8748,-8768,11560,-1254,138,1615,1810
OMEGA,31.77,99114.25,185.71,0.00,0.00,0.00,-11396,-440,6848,2287,-2781,12814,1811
OMEGA,31.77,99117.20,185.46,0.00,0.00,0.00,-11996,-9504,14388,4261,3663,-7515,1812
OMEGA,31.78,99114.67,185.67,0.00,0.00,0.00,-8692,-10564,10520,-10993,-7043,-3374,1813
OMEGA,31.78,99116.11,185.55,0.00,0.00,0.00,-14492,-9396,6128,-6565,-1196,764,1814
OMEGA,31.78,99115.09,185.64,0.00,0.00,0.00,-16732,-11412,5412,2444,-5357,-87,1815
OMEGA,31.78,99114.50,185.69,0.00,0.00,0.00,-8096,-14364,6680,1549,8738,7348,1816
OMEGA,31.78,99117.06,185.47,0.00,0.00,0.00,-12864,-248,8648,3820,285,8107,1817
OMEGA,31.77,99112.58,185.85,0.00,0.00,0.00,-10976,2936,11880,-6255,-7818,-898,1818
OMEGA,31.77,99111.72,185.92,0.00,0.00,0.00,-8956,4968,10516,-9288,7792,2080,1819
OMEGA,31.78,99113.98,185.73,0.00,0.00,0.00,-11812,-6084,10000,3490,-723,1177,1820
OMEGA,31.79,99113.80,185.75,0.00,0.00,0.00,-9860,-4904,7168,-11900,15838,562,1821
OMEGA,31.79,99115.75,185.58,0.00,0.00,0.00,-8504,-7916,14000,-18101,16961,1794,1822
OMEGA,31.80,99114.09,185.72,0.00,0.00,0.00,1192,-3912,13148,-1400,1504,14999,1823
OMEGA,31.80,99111.63,185.93,0.00,0.00,0.00,3596,-684,17752,-2036,305,-942,1824
OMEGA,31.79,99111.81,185.92,0.00,0.00,0.00,-11420,-8780,16448,-9556,11046,-11304,1825
OMEGA,31.80,99113.53,185.77,0.00,0.00,0.00,-8376,-8212,8200,-3194,1810,1979,1826
OMEGA,31.79,99114.72,185.67,0.00,0.00,0.00,-11908,-10636,6900,3517,-738,1613,1827
OMEGA,31.80,99112.69,185.84,0.00,0.00,0.00,-11036,-10576,13740,2709,-9157,1344,1828
OMEGA,31.81,99114.33,185.70,0.00,0.00,0.00,-8736,-7404,15804,-6502,-840,5434,1829
OMEGA,31.81,99114.55,185.68,0.00,0.00,0.00,-8428,-3216,14692,-3277,790,-2294,1830
OMEGA,31.82,99113.94,185.74,0.00,0.00,0.00,-5612,-6244,15544,-332,-951,302,1831
OMEGA,31.82,99111.83,185.91,0.00,0.00,0.00,-4768,-4756,16488,-894,485,-334,1832
OMEGA,31.82,99112.34,185.87,0.00,0.00,0.00,-4520,-5936,17872,-1393,1357,2918,1833
OMEGA,31.83,99115.43,185.61,0.00,0.00,0.00,-3996,-4548,16532,3160,2723,3005,1834
OMEGA,31.84,99115.41,185.61,0.00,0.00,0.00,-3044,-4856,21308,7207,-1319,-3217,1835
OMEGA,31.84,99117.63,185.68,0.00,0.00,0.00,-5300,-8116,15832,59,-7129,-16307,1836
OMEGA,31.84,99121.05,185.13,0.00,0.00,0.00,6852,-13488,13072,-15747,115,-11258,1837
OMEGA,31.84,99122.41,185.02,0.00,0.00,0.00,7772,-14584,6632,10775,-14917,1907,1838
OMEGA,31.84,99122.11,185.04,0.00,0.00,0.00,9748,-14432,3232,-610,2000,572,1839
OMEGA,31.85,99122.33,185.03,0.00,0.00,0.00,9076,-14404,2064,-1332,-357,-326,1840
OMEGA,31.85,99122.88,185.05,0.00,0.00,0.00,9284,-14416,2244,-1252,492,51,1841
OMEGA,31.86,99120.91,185.14,0.00,0.00,0.00,8804,-14560,1932,-201,602,-167,1842
OMEGA,31.87,99118.28,185.37,0.00,0.00,0.00,8096,-14680,1800,-319,788,378,1843
OMEGA,31.87,99119.86,185.23,0.00,0.00,0.00,8736,-14768,2132,1892,-3658,-239,1844
OMEGA,31.87,99120.76,185.16,0.00,0.00,0.00,8536,-14948,1688,-69,-303,-138,1845
OMEGA,31.88,99120.84,185.15,0.00,0.00,0.00,8808,-14756,1644,-675,226,83,1846
OMEGA,31.89,99125.73,184.73,0.00,0.00,0.00,9368,-14428,3060,-1214,5005,-2966,1847
OMEGA,31.89,99120.47,185.18,0.00,0.00,0.00,11880,-12072,9716,12574,-17527,4502,1848
OMEGA,31.89,99115.21,185.63,0.00,0.00,0.00,1536,-5400,17464,4222,28530,6308,1849
OMEGA,31.90,99115.73,185.58,0.00,0.00,0.00,8672,2916,18036,690,-19924,2858,1850
OMEGA,31.90,99115.40,185.61,0.00,0.00,0.00,3164,-5172,8284,-1639,25576,1033,1851
OMEGA,31.91,99120.16,185.21,0.00,0.00,0.00,7200,-5020,17168,4971,-3744,-1608,1852
OMEGA,31.91,99115.03,185.64,0.00,0.00,0.00,11180,-3388,16936,-5006,3863,1619,1853
OMEGA,31.91,99120.84,185.15,0.00,0.00,0.00,13192,-6872,7460,2947,9675,-1622,1854
OMEGA,31.91,99117.59,185.42,0.00,0.00,0.00,10308,-3848,12388,2815,776,5747,1855
OMEGA,31.91,99119.34,185.28,0.00,0.00,0.00,3744,-8688,16872,-7744,11836,4826,1856
OMEGA,31.92,99119.63,185.25,0.00,0.00,0.00,-9536,-7912,10376,-6290,30742,15397,1857
OMEGA,31.93,99117.93,185.40,0.00,0.00,0.00,-9416,-12240,10232,13219,3564,-6816,1858
OMEGA,31.93,99115.91,185.57,0.00,0.00,0.00,-524,-15116,11960,-3820,-3541,927,1859
OMEGA,31.93,99115.95,185.56,0.00,0.00,0.00,1624,-6460,13528,-4623,2023,6967,1860
OMEGA,31.94,99112.98,185.82,0.00,0.00,0.00,-992,3728,15832,4527,10420,-12088,1861
OMEGA,31.94,99117.25,185.46,0.00,0.00,0.00,-7492,-12280,12120,2561,-8674,2702,1862
OMEGA,31.94,99115.59,185.60,0.00,0.00,0.00,-13072,-7064,3660,2577,11264,1257,1863
OMEGA,31.94,99115.42,185.61,0.00,0.00,0.00,-13440,1224,14336,3842,-12376,12614,1864
OMEGA,31.95,99118.09,185.38,0.00,0.00,0.00,-2932,-9680,17676,-11790,-11916,1478,1865
OMEGA,31.95,99118.44,185.35,0.00,0.00,0.00,-12188,-6616,8436,-6834,5738,-335,1866
OMEGA,31.95,99115.87,185.57,0.00,0.00,0.00,-13888,-4824,-524,-1668,1638,1351,1867
OMEGA,31.96,99117.12,185.47,0.00,0.00,0.00,-13120,-11628,1128,8152,-2261,410,1868
OMEGA,31.96,99119.03,185.30,0.00,0.00,0.00,-14840,-7208,-236,-2255,4114,1231,1869
OMEGA,31.97,99116.38,185.53,0.00,0.00,0.00,-14848,-5460,2564,503,-2078,216,1870
OMEGA,31.97,99116.80,185.49,0.00,0.00,0.00,-14292,-4684,2608,-3050,-957,903,1871
OMEGA,31.98,99116.66,185.58,0.00,0.00,0.00,-16240,-4904,2788,-1625,-42,19,1872
OMEGA,31.98,99117.89,185.40,0.00,0.00,0.00,-14604,-4768,3528,-518,-506,-1101,1873
OMEGA,31.98,99115.88,185.57,0.00,0.00,0.00,-12904,-5632,4680,34,-1096,771,1874
OMEGA,31.98,99115.84,185.37,0.00,0.00,0.00,-15808,-5260,3300,265,143,-45,1875
OMEGA,31.99,99116.30,185.54,0.00,0.00,0.00,-14392,-5828,3860,-98,-947,1379,1876
OMEGA,32.00,99117.27,185.45,0.00,0.00,0.00,-16364,-2676,-324,2092,1316,1403,1877
OMEGA,32.00,99117.45,185.47,0.00,0.00,0.00,-17240,-3452,3788,-2839,-431,4866,1878
OMEGA,32.00,99114.55,185.68,0.00,0.00,0.00,-5692,-4336,14696,9405,-3129,-6030,1879
OMEGA,32.01,99115.78,185.58,0.00,0.00,0.00,1812,-4664,16896,-1057,533,105,1880
OMEGA,32.01,99114.11,185.72,0.00,0.00,0.00,-9756,-6356,12928,-1060,3558,3091,1881
OMEGA,32.02,99118.16,185.38,0.00,0.00,0.00,-16388,-9644,12340,-4553,6833,27786,1882
OMEGA,32.02,99113.92,185.74,0.00,0.00,0.00,840,10900,13276,-4344,1942,4083,1883
OMEGA,32.02,99114.13,185.72,0.00,0.00,0.00,1716,7276,15604,4688,5036,-894,1884
OMEGA,32.02,99114.59,185.68,0.00,0.00,0.00,-1840,-4816,17212,-5014,-5017,-18657,1885
OMEGA,32.01,99118.42,185.36,0.00,0.00,0.00,3148,-13476,10272,-9914,10186,-5634,1886
OMEGA,32.02,99119.86,185.23,0.00,0.00,0.00,11348,-18580,5892,1338,-10117,-1318,1887
OMEGA,32.03,99122.41,185.02,0.00,0.00,0.00,13064,-15248,5384,-2412,-2684,-342,1888
OMEGA,32.03,99121.69,185.08,0.00,0.00,0.00,14164,-15768,4168,8394,-1821,-3243,1889
OMEGA,32.03,99118.65,185.34,0.00,0.00,0.00,10472,-11880,6440,75,1542,838,1890
OMEGA,32.04,99119.55,185.26,0.00,0.00,0.00,10064,-12828,6260,240,-4180,716,1891
OMEGA,32.04,99122.02,185.05,0.00,0.00,0.00,10216,-12672,4464,-2831,2696,551,1892
OMEGA,32.04,99117.95,185.40,0.00,0.00,0.00,9636,-12692,4260,-3251,2838,-1059,1893
OMEGA,32.04,99115.66,185.59,0.00,0.00,0.00,9708,-14684,2936,4213,13123,-7089,1894
OMEGA,32.05,99120.00,185.22,0.00,0.00,0.00,9880,-14144,4060,-6787,12162,-5113,1895
OMEGA,32.05,99119.70,185.25,0.00,0.00,0.00,8908,-15300,5468,-20375,9109,-3499,1896
OMEGA,32.05,99121.14,185.13,0.00,0.00,0.00,9276,-14660,2584,9464,2795,1629,1897
OMEGA,32.05,99118.74,185.33,0.00,0.00,0.00,5220,-13156,7620,11492,-4410,636,1898
OMEGA,32.07,99121.13,185.13,0.00,0.00,0.00,7752,-12832,8368,-5550,6490,-4667,1899
OMEGA,32.06,99122.05,185.05,0.00,0.00,0.00,11636,-11148,5280,-5382,1070,1374,1900
OMEGA,32.06,99119.81,185.24,0.00,0.00,0.00,11812,-12036,8044,5165,-9043,1392,1901
OMEGA,32.06,99121.19,185.12,0.00,0.00,0.00,10728,-12648,6220,4779,-7694,4743,1902
OMEGA,32.07,99121.13,185.13,0.00,0.00,0.00,8220,-13620,6428,-2387,4015,-128,1903
OMEGA,32.07,99121.71,185.08,0.00,0.00,0.00,12248,-11348,5872,1257,-668,-655,1904
OMEGA,32.08,99123.64,184.91,0.00,0.00,0.00,11148,-12004,8212,-3736,256,811,1905
OMEGA,32.08,99120.86,185.15,0.00,0.00,0.00,10516,-11664,5860,5301,-7733,4339,1906
OMEGA,32.08,99121.28,185.11,0.00,0.00,0.00,6580,-14248,5088,8303,-3519,-820,1907
OMEGA,32.09,99124.58,184.83,0.00,0.00,0.00,10752,-10028,6300,-11670,18063,-6220,1908
OMEGA,32.09,99125.42,184.76,0.00,0.00,0.00,9876,-13748,5612,2686,-205,2374,1909
OMEGA,32.09,99120.55,185.18,0.00,0.00,0.00,10480,-13272,5944,8469,-8602,-1810,1910
OMEGA,32.10,99124.76,184.82,0.00,0.00,0.00,9720,-11104,7420,-4136,-5514,-371,1911
OMEGA,32.11,99123.43,184.93,0.00,0.00,0.00,11584,-9848,7880,5297,320,3719,1912
OMEGA,32.10,99124.42,184.85,0.00,0.00,0.00,9056,-11916,7820,217,-4473,1137,1913
OMEGA,32.11,99126.04,184.71,0.00,0.00,0.00,10248,-11592,7832,-2449,5695,-1759,1914
OMEGA,32.11,99122.31,185.03,0.00,0.00,0.00,8968,-14064,10276,-11205,7833,-680,1915
OMEGA,32.12,99125.00,184.80,0.00,0.00,0.00,9348,-12536,7000,2675,-10058,2402,1916
OMEGA,32.13,99123.36,184.94,0.00,0.00,0.00,10880,-12092,5696,802,6654,-3831,1917
OMEGA,32.13,99123.88,184.89,0.00,0.00,0.00,8800,-10240,14184,127,5836,3419,1918
OMEGA,32.13,99120.83,185.15,0.00,0.00,0.00,4964,-8500,17344,-1685,798,-733,1919
OMEGA,32.13,99116.14,185.55,0.00,0.00,0.00,-3412,-5692,18932,-4307,5951,4331,1920
OMEGA,32.14,99114.17,185.71,0.00,0.00,0.00,1440,-6056,20256,-8572,-8239,38,1921
OMEGA,32.13,99116.70,185.50,0.00,0.00,0.00,-188,-7280,18044,-3658,10295,-8095,1922
OMEGA,32.12,99118.84,185.32,0.00,0.00,0.00,-2476,-6180,16040,-2501,8361,3574,1923
OMEGA,32.13,99118.75,185.33,0.00,0.00,0.00,-5532,-2300,19368,-9512,-5070,8382,1924
OMEGA,32.14,99115.75,185.58,0.00,0.00,0.00,-3944,-3060,15812,6571,3637,3201,1925
OMEGA,32.14,99116.44,185.52,0.00,0.00,0.00,-2996,-16,16692,1194,1397,2113,1926
OMEGA,32.15,99117.92,185.40,0.00,0.00,0.00,-88,-720,17900,-125,-1578,-581,1927
OMEGA,32.15,99119.88,185.23,0.00,0.00,0.00,-2288,-1792,18420,-21,1769,3898,1928
OMEGA,32.16,99115.49,185.60,0.00,0.00,0.00,-4696,712,17692,-421,1622,-1848,1929
OMEGA,32.16,99117.85,185.40,0.00,0.00,0.00,-2408,-1608,16992,-838,364,-3610,1930
OMEGA,32.16,99116.31,185.53,0.00,0.00,0.00,-3064,180,18508,35,-944,-2216,1931
OMEGA,32.16,99112.97,185.82,0.00,0.00,0.00,432,-1356,17304,-626,881,18186,1932
OMEGA,32.16,99111.94,185.91,0.00,0.00,0.00,676,680,17412,-1217,2491,-3430,1933
OMEGA,32.16,99116.35,185.53,0.00,0.00,0.00,1604,192,20608,4779,2414,-2776,1934
OMEGA,32.16,99113.23,185.79,0.00,0.00,0.00,-1092,2224,17260,1177,-7430,-20930,1935
OMEGA,32.17,99116.57,185.51,0.00,0.00,0.00,1328,1764,17684,-1901,-2003,-6458,1936
OMEGA,32.16,99117.55,185.43,0.00,0.00,0.00,872,612,17976,-1594,-1188,1370,1937
OMEGA,32.16,99115.19,185.63,0.00,0.00,0.00,412,-824,17124,-895,442,-628,1938
OMEGA,32.17,99120.06,185.22,0.00,0.00,0.00,-816,-728,16840,-271,3830,6768,1939
OMEGA,32.17,99117.30,185.45,0.00,0.00,0.00,508,1716,16984,620,-1476,554,1940
OMEGA,32.17,99117.36,185.45,0.00,0.00,0.00,2168,1492,17404,1820,-4311,-2233,1941
OMEGA,32.18,99115.87,185.57,0.00,0.00,0.00,-2320,-1832,19496,-1900,383,8039,1942
OMEGA,32.18,99117.41,185.44,0.00,0.00,0.00,144,644,17756,-2385,-171,-4388,1943
OMEGA,32.18,99118.98,185.31,0.00,0.00,0.00,-1384,-1184,16796,393,-1667,-6412,1944
OMEGA,32.16,99119.05,185.30,0.00,0.00,0.00,-36,-2172,17144,-804,1368,-1540,1945
OMEGA,32.16,99120.11,185.21,0.00,0.00,0.00,972,-2248,15524,1076,1007,2249,1946
OMEGA,32.16,99117.92,185.40,0.00,0.00,0.00,604,-3124,16648,-2311,-3001,-9405,1947
OMEGA,32.17,99122.39,185.02,0.00,0.00,0.00,-1128,-5904,17716,4502,-2771,-1000,1948
OMEGA,32.17,99119.86,185.23,0.00,0.00,0.00,2620,-896,18796,-1771,1037,4744,1949
OMEGA,32.17,99115.96,185.56,0.00,0.00,0.00,40,-4636,16032,-906,891,-1672,1950
OMEGA,32.17,99116.57,185.51,0.00,0.00,0.00,-644,-5544,17784,2103,2101,-4052,1951
OMEGA,32.18,99119.28,185.28,0.00,0.00,0.00,-5608,-3680,21128,748,6323,18484,1952
OMEGA,32.17,99111.69,185.93,0.00,0.00,0.00,-2608,5692,14416,3632,-8711,2455,1953
OMEGA,32.17,99112.58,185.85,0.00,0.00,0.00,-1380,7712,14840,4324,-2156,-375,1954
OMEGA,32.17,99116.95,185.48,0.00,0.00,0.00,916,11336,15860,7880,-8405,-1017,1955
OMEGA,32.17,99115.75,185.58,0.00,0.00,0.00,2912,11336,8360,-8247,1483,-20727,1956
OMEGA,32.17,99120.23,185.20,0.00,0.00,0.00,-6724,-15576,7120,-3182,1177,-1912,1957
OMEGA,32.17,99118.22,185.37,0.00,0.00,0.00,-4384,-11908,11744,3217,-693,1168,1958
OMEGA,32.18,99121.34,185.11,0.00,0.00,0.00,-4344,-4224,17684,6322,4191,4246,1959
OMEGA,32.18,99122.61,185.00,0.00,0.00,0.00,-1188,-3564,17400,-837,-2302,-241,1960
OMEGA,32.18,99121.07,185.13,0.00,0.00,0.00,-1260,-3604,18152,-814,412,1718,1961
OMEGA,32.19,99119.61,185.26,0.00,0.00,0.00,-900,-2680,17176,337,-553,-4241,1962
OMEGA,32.19,99121.11,185.13,0.00,0.00,0.00,-1156,-3128,17440,-358,468,-540,1963
OMEGA,32.19,99119.06,185.30,0.00,0.00,0.00,1164,-3928,17068,-2399,-1419,-1902,1964
OMEGA,32.19,99122.87,184.98,0.00,0.00,0.00,-828,-3912,16480,1198,-5109,11143,1965
OMEGA,32.18,99117.92,185.40,0.00,0.00,0.00,584,-6292,19860,-216,5146,-6926,1966
OMEGA,32.18,99118.64,185.34,0.00,0.00,0.00,-800,-3276,18744,4655,1221,1357,1967
OMEGA,32.18,99115.94,185.57,0.00,0.00,0.00,100,-4056,17504,-2388,-3241,2641,1968
OMEGA,32.19,99121.84,185.06,0.00,0.00,0.00,1624,-3144,17792,130,671,-2228,1969
OMEGA,32.19,99123.89,184.89,0.00,0.00,0.00,1024,-2404,17808,-1729,2206,-2473,1970
OMEGA,32.20,99122.05,185.05,0.00,0.00,0.00,2160,-2644,17780,-27,-1156,3725,1971
OMEGA,32.20,99121.53,185.09,0.00,0.00,0.00,836,-2812,17180,-166,2179,-587,1972
OMEGA,32.20,99120.72,185.16,0.00,0.00,0.00,2428,-3504,19248,-672,3257,-409,1973
OMEGA,32.20,99120.11,185.21,0.00,0.00,0.00,-416,-2360,17984,321,625,2513,1974
OMEGA,32.20,99119.69,185.19,0.00,0.00,0.00,1228,-3132,17648,-4048,-402,-426,1975
OMEGA,32.20,99123.11,184.96,0.00,0.00,0.00,2032,-2048,17892,-4227,-884,-599,1976
OMEGA,32.20,99119.08,185.30,0.00,0.00,0.00,712,-3536,19868,-4146,2716,-1317,1977
OMEGA,32.21,99114.33,185.70,0.00,0.00,0.00,-296,-3056,18052,-2988,-576,-1662,1978
OMEGA,32.21,99121.55,185.09,0.00,0.00,0.00,292,-3140,17516,228,726,234,1979
OMEGA,32.21,99118.61,185.34,0.00,0.00,0.00,1464,-3776,18000,-451,-649,-792,1980
OMEGA,32.21,99118.09,185.38,0.00,0.00,0.00,760,-4856,18288,-3338,-2003,-2128,1981
OMEGA,32.21,99116.09,185.55,0.00,0.00,0.00,1028,-4848,16792,-173,330,906,1982
OMEGA,32.22,99122.28,185.03,0.00,0.00,0.00,512,-2796,17576,-284,-530,7148,1983
OMEGA,32.22,99118.04,185.39,0.00,0.00,0.00,1724,-2612,17260,-422,-1026,1604,1984
OMEGA,32.22,99120.09,185.21,0.00,0.00,0.00,1828,-2664,17132,861,1440,-128,1985
OMEGA,32.22,99123.38,184.94,0.00,0.00,0.00,2100,-2756,18112,-587,89,-1178,1986
OMEGA,32.22,99119.45,185.27,0.00,0.00,0.00,2416,-3292,17380,-74,1377,-5972,1987
OMEGA,32.22,99116.38,185.53,0.00,0.00,0.00,492,-372,18072,-640,596,9792,1988
OMEGA,32.23,99114.73,185.67,0.00,0.00,0.00,168,816,16816,2720,-37,3531,1989
OMEGA,32.22,99116.55,185.51,0.00,0.00,0.00,6128,-1692,18476,-6695,-2246,-4125,1990
OMEGA,32.22,99117.73,185.41,0.00,0.00,0.00,-648,372,16676,466,2920,5800,1991
OMEGA,32.22,99117.57,185.43,0.00,0.00,0.00,1164,2068,17316,-4085,-1325,400,1992
OMEGA,32.23,99118.70,185.33,0.00,0.00,0.00,1772,-3552,17916,-292,786,-3395,1993
OMEGA,32.24,99120.13,185.21,0.00,0.00,0.00,888,-2360,18020,-3236,1294,-254,1994
OMEGA,32.24,99116.22,185.54,0.00,0.00,0.00,-656,-5596,16336,-2147,1684,-1294,1995
OMEGA,32.24,99118.07,185.38,0.00,0.00,0.00,-5788,-5276,15916,-2144,4689,8714,1996
OMEGA,32.24,99114.00,185.73,0.00,0.00,0.00,-3992,-6744,15544,-8,948,-297,1997
OMEGA,32.24,99114.89,185.65,0.00,0.00,0.00,-2644,-5668,17056,-733,-1086,-80,1998
OMEGA,32.25,99114.58,185.68,0.00,0.00,0.00,-2584,-7032,17536,2749,5834,-1708,1999
OMEGA,32.24,99117.11,185.47,0.00,0.00,0.00,-1320,-4776,16164,497,1376,27,2000
OMEGA,32.25,99115.44,185.61,0.00,0.00,0.00,-2456,-4456,16988,1500,-1486,-371,2001
OMEGA,32.25,99115.61,185.59,0.00,0.00,0.00,-1600,-5164,17976,-2535,-3334,-3341,2002
