Identificador, Temperatura, Presión, Altitud, Longitud(GPS), Latitud(GPS), Altitud(GPS), Acelerómetro X, acelerómetro Y, Acelerómetro Z, gyroscopio X, gyroscopio Y, gyroscopio Z, número de paquete
OMEGA,31.22,99116.88,185.48,0.00,0.00,0.00,1308,3196,17720,-25,-5299,-3710,1486
OMEGA,31.23,99115.28,185.62,0.00,0.00,0.00,-996,4428,17072,-206,-2280,3195,1487
OMEGA,31.24,99117.59,185.42,0.00,0.00,0.00,3004,4300,17428,-23,1743,955,1488
OMEGA,31.24,99114.34,185.70,0.00,0.00,0.00,2176,3760,18920,-639,3752,-2994,1489
OMEGA,31.24,99115.58,185.60,0.00,0.00,0.00,308,-400,16280,-3299,6470,-288,1490
OMEGA,31.25,99119.67,185.25,0.00,0.00,0.00,-14208,-4768,2032,-3749,12775,-238,1491
OMEGA,31.26,99122.61,185.00,0.00,0.00,0.00,11552,-16652,11280,-19556,4568,-10374,1492
OMEGA,31.25,99117.02,185.47,0.00,0.00,0.00,-2748,-9852,12744,1934,-12778,19714,1493
OMEGA,31.25,99116.25,185.54,0.00,0.00,0.00,992,-2984,17472,-4853,-7827,-1268,1494
OMEGA,31.26,99117.86,185.40,0.00,0.00,0.00,1256,-1464,18672,4900,-668,-616,1495
OMEGA,31.26,99116.36,185.53,0.00,0.00,0.00,5544,3084,17268,3643,777,-333,1496
OMEGA,31.27,99115.08,185.64,0.00,0.00,0.00,6460,4812,16412,-583,236,239,1497
OMEGA,31.27,99115.46,185.45,0.00,0.00,0.00,6840,6268,16492,-755,1269,1563,1498
OMEGA,31.29,99116.85,185.49,0.00,0.00,0.00,6884,4796,14976,456,1179,-1209,1499
OMEGA,31.28,99115.20,185.63,0.00,0.00,0.00,6360,5272,15392,-1785,161,3158,1500
OMEGA,31.28,99119.17,185.29,0.00,0.00,0.00,6184,3064,15740,-655,4958,4929,1501
OMEGA,31.29,99115.83,185.57,0.00,0.00,0.00,4236,864,18352,-1746,2926,-4200,1502
OMEGA,31.30,99119.16,185.29,0.00,0.00,0.00,-4684,-4252,8884,-15048,12632,-2286,1503
OMEGA,31.30,99122.45,185.01,0.00,0.00,0.00,4988,-17932,6644,-11800,-3764,-4709,1504
OMEGA,31.31,99124.73,184.82,0.00,0.00,0.00,12328,-10124,-520,-5,5631,-4095,1505
OMEGA,31.31,99124.23,184.86,0.00,0.00,0.00,12748,-13380,3308,1138,-519,200,1506
OMEGA,31.32,99125.37,184.77,0.00,0.00,0.00,8580,-14232,-564,3169,523,566,1507
OMEGA,31.32,99125.88,184.72,0.00,0.00,0.00,5428,-17032,1136,-13782,15099,1423,1508
OMEGA,31.33,99127.16,184.82,0.00,0.00,0.00,10604,-19120,3148,27187,-20622,4153,1509
OMEGA,31.33,99125.70,184.74,0.00,0.00,0.00,11844,-12884,5168,11999,-19007,-2347,1510
OMEGA,31.33,99124.72,184.82,0.00,0.00,0.00,8920,-15180,2884,-11950,13406,905,1511
OMEGA,31.35,99127.09,184.62,0.00,0.00,0.00,5516,-15972,-896,6611,14735,4331,1512
OMEGA,31.35,99126.75,184.65,0.00,0.00,0.00,5420,-14664,5496,-7846,13040,-3332,1513
OMEGA,31.35,99127.95,184.55,0.00,0.00,0.00,10124,-14572,536,-1182,-8022,2423,1514
OMEGA,31.35,99129.05,184.45,0.00,0.00,0.00,5584,-16292,-1292,7707,-12868,-479,1515
OMEGA,31.35,99125.42,184.76,0.00,0.00,0.00,10488,-15244,4852,-2526,-11980,-3161,1516
OMEGA,31.35,99124.02,184.88,0.00,0.00,0.00,10300,-13500,3848,201,-20120,861,1517
OMEGA,31.36,99122.81,184.98,0.00,0.00,0.00,4768,-16076,-1568,12533,-6379,3104,1518
OMEGA,31.37,99124.25,184.86,0.00,0.00,0.00,3496,-15612,1864,-12853,22552,1005,1519
OMEGA,31.36,99121.62,185.08,0.00,0.00,0.00,8760,-9248,2160,6360,-12334,1902,1520
OMEGA,31.38,99123.73,184.90,0.00,0.00,0.00,8536,-16748,-864,-9702,1670,1038,1521
OMEGA,31.38,99124.59,184.83,0.00,0.00,0.00,8392,-16300,740,4337,-7243,-2684,1522
OMEGA,31.38,99123.22,184.94,0.00,0.00,0.00,8404,-14848,712,-2278,-3441,-117,1523
OMEGA,31.38,99125.66,184.74,0.00,0.00,0.00,5336,-14608,892,3685,-3467,-359,1524
OMEGA,31.37,99122.80,184.99,0.00,0.00,0.00,11256,-15776,700,14677,-1629,-10852,1525
OMEGA,31.37,99120.55,185.18,0.00,0.00,0.00,7320,-15256,-136,-12209,1676,5631,1526
OMEGA,31.38,99124.92,184.80,0.00,0.00,0.00,6728,-16120,-128,15863,-11785,-6882,1527
OMEGA,31.39,99126.11,184.70,0.00,0.00,0.00,7988,-17188,-716,-15149,-6912,4495,1528
OMEGA,31.37,99123.66,184.91,0.00,0.00,0.00,6456,-17416,-624,15441,-9273,-7769,1529
OMEGA,31.38,99122.02,184.85,0.00,0.00,0.00,9344,-19024,708,-18934,-707,5210,1530
OMEGA,31.38,99125.66,184.74,0.00,0.00,0.00,7668,-14584,-1912,15698,-1923,-1774,1531
OMEGA,31.38,99125.23,184.78,0.00,0.00,0.00,5404,-18872,-3200,-8835,-891,2244,1532
OMEGA,31.39,99123.47,184.93,0.00,0.00,0.00,6324,-13848,-2596,7633,4226,728,1533
OMEGA,31.38,99124.08,184.88,0.00,0.00,0.00,5636,-15460,1328,-2171,-2634,-1977,1534
OMEGA,31.39,99124.88,184.81,0.00,0.00,0.00,7476,-14000,-72,996,2046,873,1535
OMEGA,31.39,99127.48,184.59,0.00,0.00,0.00,6620,-19424,-272,-4881,13265,3307,1536
OMEGA,31.39,99127.14,184.62,0.00,0.00,0.00,6932,-12824,-2536,5630,-3747,-1244,1537
OMEGA,31.40,99123.63,184.91,0.00,0.00,0.00,7748,-14632,956,-957,226,-45,1538
OMEGA,31.41,99125.41,184.76,0.00,0.00,0.00,9276,-14224,-1400,-2561,3158,2223,1539
OMEGA,31.41,99125.77,184.73,0.00,0.00,0.00,8628,-14440,436,3998,3243,749,1540
OMEGA,31.42,99127.58,184.58,0.00,0.00,0.00,9464,-14396,624,-3846,612,1317,1541
OMEGA,31.42,99125.78,184.73,0.00,0.00,0.00,8292,-15364,1576,-58,318,-456,1542
OMEGA,31.41,99126.02,184.71,0.00,0.00,0.00,11112,-16160,1404,981,-12274,827,1543
OMEGA,31.41,99121.53,185.09,0.00,0.00,0.00,13988,-20148,6560,11463,-14606,-15327,1544
OMEGA,31.40,99119.20,185.29,0.00,0.00,0.00,12636,-5076,160,1306,612,4231,1545
OMEGA,31.41,99124.78,184.82,0.00,0.00,0.00,7780,-16648,11116,6078,799,-8728,1546
OMEGA,31.41,99119.95,185.23,0.00,0.00,0.00,12016,-26200,21608,4309,-5421,22027,1547
OMEGA,31.42,99122.50,185.01,0.00,0.00,0.00,-4836,-18588,8960,-7941,3257,4567,1548
OMEGA,31.42,99120.58,185.17,0.00,0.00,0.00,-1356,-3220,15140,7979,5690,-3267,1549
OMEGA,31.43,99121.52,185.09,0.00,0.00,0.00,-5352,-6840,17268,-3585,-1422,-6058,1550
OMEGA,31.44,99124.41,184.85,0.00,0.00,0.00,-4028,-5668,18732,-4329,-2242,-1232,1551
OMEGA,31.44,99121.55,185.09,0.00,0.00,0.00,-6120,-192,16976,2713,1785,9111,1552
OMEGA,31.44,99121.55,185.09,0.00,0.00,0.00,-6656,2088,16208,-2586,-918,4915,1553
OMEGA,31.45,99124.01,184.88,0.00,0.00,0.00,-6048,992,16764,18,-1195,355,1554
OMEGA,31.45,99118.59,185.34,0.00,0.00,0.00,-3960,-532,16940,-1728,-60,-1033,1555
OMEGA,31.46,99122.59,185.00,0.00,0.00,0.00,-4500,-300,17660,-782,1359,-604,1556
OMEGA,31.46,99121.74,185.08,0.00,0.00,0.00,-3192,-72,17300,-162,-705,1707,1557
OMEGA,31.46,99117.64,185.42,0.00,0.00,0.00,-1804,-52,17400,-2286,-270,3789,1558
OMEGA,31.45,99117.23,185.46,0.00,0.00,0.00,-2596,-1704,17636,-773,290,-2886,1559
OMEGA,31.46,99120.11,185.21,0.00,0.00,0.00,-1220,-1588,17568,-991,-809,-1328,1560
OMEGA,31.46,99114.02,185.73,0.00,0.00,0.00,-688,-1520,17708,-290,-540,-1536,1561
OMEGA,31.46,99116.14,185.55,0.00,0.00,0.00,-540,-840,18144,-722,-614,-4552,1562
OMEGA,31.46,99114.98,185.65,0.00,0.00,0.00,1616,-992,18220,2509,-1772,-737,1563
OMEGA,31.45,99117.00,185.48,0.00,0.00,0.00,84,-1324,17300,-2895,112,947,1564
OMEGA,31.45,99117.39,185.48,0.00,0.00,0.00,148,-2756,18612,1996,2078,1034,1565
OMEGA,31.46,99116.62,185.51,0.00,0.00,0.00,-748,-2480,17576,-1026,577,2122,1566
OMEGA,31.46,99112.59,185.85,0.00,0.00,0.00,-596,-3316,16764,408,3264,-201,1567
OMEGA,31.46,99112.22,185.88,0.00,0.00,0.00,-3760,-3004,17200,2314,-111,-2067,1568
OMEGA,31.46,99111.97,185.90,0.00,0.00,0.00,-2676,-264,17036,870,175,-104,1569
OMEGA,31.46,99112.39,185.87,0.00,0.00,0.00,-5104,2604,11008,853,2016,-5889,1570
OMEGA,31.47,99117.59,185.42,0.00,0.00,0.00,-4380,-3692,20164,-881,4598,2047,1571
OMEGA,31.47,99117.49,185.43,0.00,0.00,0.00,-7736,-1928,19584,-5422,-4960,1640,1572
OMEGA,31.48,99114.32,185.70,0.00,0.00,0.00,-14108,-2296,14268,-3118,336,-875,1573
OMEGA,31.48,99112.44,185.86,0.00,0.00,0.00,-13468,-4328,10824,-3231,-407,-2511,1574
OMEGA,31.48,99108.14,186.23,0.00,0.00,0.00,-4200,-3236,16376,-3272,-2382,-3377,1575
OMEGA,31.48,99107.84,186.25,0.00,0.00,0.00,-6328,-4812,16392,-1721,-1021,-1558,1576
OMEGA,31.47,99108.06,186.23,0.00,0.00,0.00,-1584,-1904,18024,-435,1677,4846,1577
OMEGA,31.48,99105.74,186.43,0.00,0.00,0.00,-1048,-2384,15648,-4668,-408,-4365,1578
OMEGA,31.47,99110.63,186.02,0.00,0.00,0.00,-2240,-7244,15564,4184,1131,-1226,1579
OMEGA,31.48,99109.37,186.12,0.00,0.00,0.00,-1728,-7188,16448,3575,3254,-2984,1580
OMEGA,31.49,99112.36,185.87,0.00,0.00,0.00,864,-7268,15744,1044,-3365,3469,1581
OMEGA,31.50,99113.84,185.74,0.00,0.00,0.00,-1864,-8096,16244,3489,6800,6749,1582
OMEGA,31.50,99113.16,185.80,0.00,0.00,0.00,-5980,-4476,14792,7542,7054,-2231,1583
OMEGA,31.49,99112.09,185.89,0.00,0.00,0.00,-7140,-6620,14068,-18236,9584,5044,1584
OMEGA,31.49,99109.28,186.13,0.00,0.00,0.00,-3180,-5908,12708,-2693,-4399,-6740,1585
OMEGA,31.49,99115.17,185.63,0.00,0.00,0.00,-292,2044,13024,13347,4739,-6346,1586
OMEGA,31.50,99113.49,185.77,0.00,0.00,0.00,-2084,888,17436,-1236,4617,11904,1587
OMEGA,31.50,99114.18,185.71,0.00,0.00,0.00,-3544,-7140,22516,4062,-11698,345,1588
OMEGA,31.50,99115.05,185.64,0.00,0.00,0.00,1852,3660,13904,22765,1578,-7363,1589
OMEGA,31.51,99114.52,185.69,0.00,0.00,0.00,3364,3668,16776,-31882,14525,12716,1590
OMEGA,31.50,99112.00,185.90,0.00,0.00,0.00,2344,1212,17296,-6382,5583,12717,1591
OMEGA,31.51,99112.59,185.85,0.00,0.00,0.00,4576,-5024,16288,3398,-5566,-8409,1592
OMEGA,31.51,99112.91,185.82,0.00,0.00,0.00,-3116,-7132,15416,-1392,5472,-6959,1593
OMEGA,31.51,99114.81,185.66,0.00,0.00,0.00,-572,-4116,14900,2591,-67,184,1594
OMEGA,31.51,99114.00,185.73,0.00,0.00,0.00,-648,-5120,15160,2019,6833,-2058,1595
OMEGA,31.52,99116.78,185.50,0.00,0.00,0.00,-5100,-5700,16080,2149,3763,-5416,1596
OMEGA,31.52,99115.83,185.57,0.00,0.00,0.00,788,-3444,16008,2635,-3909,2708,1597
OMEGA,31.52,99113.44,185.78,0.00,0.00,0.00,-1124,-6300,15868,-6655,4976,1084,1598
OMEGA,31.52,99113.78,185.75,0.00,0.00,0.00,-8480,-6472,15036,698,2237,2165,1599
OMEGA,31.53,99113.02,185.81,0.00,0.00,0.00,-11832,-6184,10944,-3455,1904,2146,1600
OMEGA,31.54,99115.14,185.63,0.00,0.00,0.00,-8104,-1936,14716,-6123,-28,-2980,1601
OMEGA,31.53,99111.98,185.90,0.00,0.00,0.00,-7620,-5764,15076,-4491,1972,-6273,1602
OMEGA,31.53,99113.73,185.75,0.00,0.00,0.00,-8544,-7860,14628,-2116,1044,283,1603
OMEGA,31.55,99117.81,185.41,0.00,0.00,0.00,-7596,-6132,14668,551,779,-1978,1604
OMEGA,31.55,99112.86,185.83,0.00,0.00,0.00,-5656,-9244,12980,-2687,-3886,5347,1605
OMEGA,31.54,99115.89,185.57,0.00,0.00,0.00,-11668,-9840,7232,-5752,9064,4339,1606
OMEGA,31.54,99117.27,185.45,0.00,0.00,0.00,-9680,-12300,7216,266,399,-9566,1607
OMEGA,31.55,99114.95,185.52,0.00,0.00,0.00,5888,-8008,10280,-10321,137,-3536,1608
OMEGA,31.54,99121.20,185.12,0.00,0.00,0.00,9556,-12216,7288,-7727,10330,-4731,1609
OMEGA,31.54,99122.55,185.01,0.00,0.00,0.00,12784,-10176,5764,6513,-4335,1352,1610
OMEGA,31.54,99120.84,185.15,0.00,0.00,0.00,11704,-8660,7340,-2165,-5099,-1034,1611
OMEGA,31.55,99117.75,185.41,0.00,0.00,0.00,14268,-11140,4180,11642,1843,879,1612
OMEGA,31.53,99117.66,185.42,0.00,0.00,0.00,10820,-12668,8544,-13207,2706,-2097,1613
OMEGA,31.53,99119.50,185.26,0.00,0.00,0.00,13260,-10788,2808,1540,9414,693,1614
OMEGA,31.53,99118.13,185.38,0.00,0.00,0.00,10400,-12972,6260,-2588,2486,-2266,1615
OMEGA,31.53,99119.20,185.29,0.00,0.00,0.00,14040,-9996,3300,16798,-5316,3870,1616
OMEGA,31.53,99118.52,185.35,0.00,0.00,0.00,10604,-13144,6276,-8570,4091,-463,1617
OMEGA,31.52,99120.48,185.18,0.00,0.00,0.00,12820,-11564,1896,7918,-3629,735,1618
OMEGA,31.53,99119.67,185.25,0.00,0.00,0.00,11704,-13516,5772,-630,-3276,516,1619
OMEGA,31.53,99118.31,185.37,0.00,0.00,0.00,12024,-11856,2180,2388,-3584,618,1620
OMEGA,31.53,99121.21,185.12,0.00,0.00,0.00,13884,-14364,4216,-8309,3040,-966,1621
OMEGA,31.54,99118.72,185.33,0.00,0.00,0.00,10940,-13756,4120,5372,-1946,-2032,1622
OMEGA,31.54,99119.27,185.28,0.00,0.00,0.00,13600,-13728,7536,24,-5952,-342,1623
OMEGA,31.55,99121.91,185.06,0.00,0.00,0.00,11728,-13420,4256,-2997,-799,-1281,1624
625
OMEGA,31.55,99122.67,184.99,0.00,0.00,0.00,13592,-13820,4512,-4723,7271,-988,1626
OMEGA,31.55,99120.38,185.19,0.00,0.00,0.00,13108,-12916,4876,9582,-8240,-415,1627
OMEGA,31.54,99120.30,185.20,0.00,0.00,0.00,15888,-8780,2808,-5607,4570,-583,1628
OMEGA,31.54,99120.30,185.20,0.00,0.00,0.00,13400,-11188,1860,-1855,-989,-1492,1629
OMEGA,31.54,99119.31,185.28,0.00,0.00,0.00,12320,-10068,2024,-1311,1872,563,1630
OMEGA,31.55,99119.01,185.31,0.00,0.00,0.00,13660,-11032,2612,1525,-2134,586,1631
OMEGA,31.54,99118.29,185.37,0.00,0.00,0.00,11616,-12568,2600,261,2548,-774,1632
OMEGA,31.53,99115.27,185.62,0.00,0.00,0.00,12456,-11988,2696,-2071,-1089,239,1633
OMEGA,31.53,99117.80,185.41,0.00,0.00,0.00,12208,-11936,1672,-536,460,48,1634
OMEGA,31.54,99119.75,185.24,0.00,0.00,0.00,12508,-11936,1992,-567,-444,350,1635
OMEGA,31.53,99115.23,185.63,0.00,0.00,0.00,12160,-12144,2112,-626,-184,253,1636
OMEGA,31.53,99116.09,185.55,0.00,0.00,0.00,12056,-12008,1744,664,152,248,1637
OMEGA,31.53,99117.66,185.42,0.00,0.00,0.00,12060,-12208,1648,-151,-176,-50,1638
OMEGA,31.53,99113.91,185.74,0.00,0.00,0.00,11884,-11936,1352,98,160,104,1639
OMEGA,31.54,99118.97,185.31,0.00,0.00,0.00,11880,-11904,2040,-955,2414,-200,1640
OMEGA,31.54,99121.15,185.12,0.00,0.00,0.00,12424,-12064,2236,-1949,1140,469,1641
OMEGA,31.55,99117.30,185.45,0.00,0.00,0.00,11448,-11820,1512,-1898,3213,-95,1642
OMEGA,31.53,99118.34,185.36,0.00,0.00,0.00,11688,-11720,2700,-1686,1374,-1010,1643
OMEGA,31.53,99118.82,185.32,0.00,0.00,0.00,12208,-11860,2784,-1555,566,-520,1644
OMEGA,31.52,99117.29,185.45,0.00,0.00,0.00,12248,-11972,2376,-1844,-1407,-744,1645
OMEGA,31.51,99118.62,185.34,0.00,0.00,0.00,11924,-11832,2036,141,-1748,-455,1646
OMEGA,31.50,99117.64,185.42,0.00,0.00,0.00,16640,-18396,15112,10441,32767,-4161,1647
OMEGA,31.50,99112.72,185.84,0.00,0.00,0.00,428,-4184,16724,-17173,-6944,-10530,1648
OMEGA,31.51,99114.98,185.65,0.00,0.00,0.00,-11912,-4880,8156,-4953,4151,21363,1649
OMEGA,31.51,99110.03,186.07,0.00,0.00,0.00,-14912,3992,7000,-708,-2069,6370,1650
OMEGA,31.51,99111.27,185.96,0.00,0.00,0.00,-11096,9068,8548,372,1049,-550,1651
OMEGA,31.52,99112.33,185.87,0.00,0.00,0.00,-3312,1096,15840,954,-17068,-32768,1652
OMEGA,31.52,99114.49,185.69,0.00,0.00,0.00,4092,-3232,8320,-2605,4865,-8578,1653
OMEGA,31.51,99122.54,185.01,0.00,0.00,0.00,10832,-16268,8468,-6922,-2214,-8312,1654
OMEGA,31.52,99120.02,185.22,0.00,0.00,0.00,11908,-10308,2848,4194,-6835,1062,1655
OMEGA,31.51,99118.11,185.38,0.00,0.00,0.00,11080,-10712,4840,455,2327,-36,1656
OMEGA,31.53,99121.37,185.10,0.00,0.00,0.00,10752,-12424,5500,-769,-3084,-3271,1657
OMEGA,31.52,99115.14,185.63,0.00,0.00,0.00,13112,-12292,3140,3015,-491,105,1658
OMEGA,31.53,99115.78,185.58,0.00,0.00,0.00,12076,-10924,4592,-3950,6250,-452,1659
OMEGA,31.54,99113.77,185.75,0.00,0.00,0.00,11764,-11256,4696,-5290,3117,-413,1660
OMEGA,31.54,99116.23,185.54,0.00,0.00,0.00,13960,-10264,5204,-2427,-4059,-1949,1661
OMEGA,31.55,99117.38,185.44,0.00,0.00,0.00,13292,-11348,4364,-2807,-3026,289,1662
OMEGA,31.55,99112.21,185.88,0.00,0.00,0.00,12476,-9340,4900,-2506,-8997,2447,1663
OMEGA,31.56,99117.79,185.41,0.00,0.00,0.00,11976,-12848,1428,-3604,2239,-201,1664
OMEGA,31.56,99119.17,185.29,0.00,0.00,0.00,12980,-11104,2740,-2051,-424,1094,1665
OMEGA,31.56,99117.50,185.43,0.00,0.00,0.00,13584,-10848,2208,1282,-3560,457,1666
OMEGA,31.57,99114.50,185.69,0.00,0.00,0.00,14404,-13136,3000,-190,-5109,-1391,1667
OMEGA,31.57,99118.64,185.34,0.00,0.00,0.00,12972,-11940,2736,2622,-2180,1172,1668
OMEGA,31.58,99118.55,185.34,0.00,0.00,0.00,12932,-12288,3308,1173,-7595,-746,1669
OMEGA,31.58,99119.19,185.29,0.00,0.00,0.00,11848,-11144,1124,-479,-3308,1364,1670
OMEGA,31.57,99120.44,185.18,0.00,0.00,0.00,12312,-11876,3404,3576,5428,-1470,1671
OMEGA,31.57,99118.25,185.37,0.00,0.00,0.00,12632,-11188,3244,-1726,-7994,-83,1672
OMEGA,31.56,99120.41,185.19,0.00,0.00,0.00,13000,-11100,1236,-1067,10522,869,1673
OMEGA,31.57,99116.69,185.50,0.00,0.00,0.00,11180,-10384,2112,-2122,-3263,1047,1674
OMEGA,31.56,99116.65,185.51,0.00,0.00,0.00,12620,-11768,2112,2827,5746,-589,1675
OMEGA,31.57,99120.18,185.21,0.00,0.00,0.00,11484,-9408,5304,-2564,-16419,1591,1676
OMEGA,31.56,99118.66,185.33,0.00,0.00,0.00,12160,-13548,456,4945,3054,-477,1677
OMEGA,31.57,99117.61,185.42,0.00,0.00,0.00,11476,-11892,4004,-6534,2399,234,1678
OMEGA,31.57,99119.33,185.28,0.00,0.00,0.00,11508,-11276,2292,3503,1746,-391,1679
OMEGA,31.56,99118.83,185.32,0.00,0.00,0.00,12912,-13324,2736,-4870,3810,-1172,1680
OMEGA,31.55,99117.64,185.42,0.00,0.00,0.00,11156,-12396,2720,-6584,3296,149,1681
OMEGA,31.54,99117.78,185.41,0.00,0.00,0.00,12212,-11720,3172,1024,4306,259,1682
OMEGA,31.54,99115.14,185.63,0.00,0.00,0.00,12984,-11812,4560,-2809,1895,1558,1683
OMEGA,31.53,99117.11,185.47,0.00,0.00,0.00,11616,-13332,3064,-3052,143,-173,1684
OMEGA,31.53,99115.39,185.61,0.00,0.00,0.00,11560,-12304,3184,-2444,-1852,459,1685
OMEGA,31.51,99114.01,185.41,0.00,0.00,0.00,11688,-12880,3160,1270,1250,-18,1686
OMEGA,31.52,99119.75,185.24,0.00,0.00,0.00,11620,-12468,3520,795,-485,-35,1687
OMEGA,31.52,99116.84,185.49,0.00,0.00,0.00,11204,-12880,2828,-1763,844,206,1688
OMEGA,31.51,99118.23,185.47,0.00,0.00,0.00,12028,-12888,2056,-2045,4448,-658,1689
OMEGA,31.52,99120.20,185.20,0.00,0.00,0.00,9656,-13668,4156,-8702,12156,-2040,1690
OMEGA,31.50,99121.87,185.06,0.00,0.00,0.00,9208,-13632,6476,1450,4042,-2467,1691
OMEGA,31.50,99122.12,185.04,0.00,0.00,0.00,12744,-11764,6176,-764,-86,3089,1692
OMEGA,31.49,99119.58,185.26,0.00,0.00,0.00,11384,-11760,7596,4574,-8641,-364,1693
OMEGA,31.50,99116.41,185.21,0.00,0.00,0.00,13656,-11612,4664,4920,-6448,640,1694
OMEGA,31.51,99115.46,185.61,0.00,0.00,0.00,10968,-8824,4552,-10631,6274,-1496,1695
OMEGA,31.48,99113.83,185.74,0.00,0.00,0.00,14488,-12740,5236,-3372,-6097,-2595,1696
OMEGA,31.50,99114.52,185.69,0.00,0.00,0.00,13664,-10592,3208,2585,3644,2113,1697
OMEGA,31.49,99114.83,185.66,0.00,0.00,0.00,11616,-8464,6324,3029,-3393,-390,1698
OMEGA,31.49,99117.22,185.46,0.00,0.00,0.00,13776,-10588,5560,-5100,-4199,-1878,1699
OMEGA,31.50,99118.97,185.31,0.00,0.00,0.00,14312,-11308,3728,51,-3692,1822,1700
OMEGA,31.49,99115.30,185.62,0.00,0.00,0.00,12856,-11432,4212,1982,-1158,492,1701
OMEGA,31.49,99117.28,185.45,0.00,0.00,0.00,12928,-11860,4784,2302,-2030,104,1702
OMEGA,31.47,99117.08,185.47,0.00,0.00,0.00,13520,-12276,4428,-2324,1218,1487,1703
OMEGA,31.46,99114.09,185.72,0.00,0.00,0.00,15176,-12652,5112,-1481,671,1228,1704
OMEGA,31.46,99117.98,185.39,0.00,0.00,0.00,13820,-10084,4792,-3322,-465,252,1705
OMEGA,31.46,99117.95,185.40,0.00,0.00,0.00,13348,-11260,4852,-7854,6057,-236,1706
OMEGA,31.46,99114.70,185.67,0.00,0.00,0.00,11352,-10548,4956,-9879,6679,-211,1707
OMEGA,31.46,99117.00,185.48,0.00,0.00,0.00,11248,-9524,4528,919,5515,1616,1708
OMEGA,31.47,99115.41,185.61,0.00,0.00,0.00,12472,-12512,4036,-814,-2718,-881,1709
OMEGA,31.48,99122.19,185.04,0.00,0.00,0.00,12832,-8076,5820,-3289,-1724,-2246,1710
OMEGA,31.48,99119.11,185.30,0.00,0.00,0.00,13816,-12316,3280,10054,-4839,1947,1711
OMEGA,31.49,99116.80,185.49,0.00,0.00,0.00,14232,-12376,3924,-6857,5824,-140,1712
OMEGA,31.48,99116.03,185.56,0.00,0.00,0.00,11736,-10420,5240,-2090,3217,-1022,1713
OMEGA,31.49,99119.20,185.29,0.00,0.00,0.00,10920,-9452,4072,4011,-1164,2504,1714
OMEGA,31.49,99119.95,185.23,0.00,0.00,0.00,10296,-12676,5344,-2366,-990,-2651,1715
OMEGA,31.50,99117.44,185.44,0.00,0.00,0.00,13868,-12488,2812,-4241,5811,-566,1716
OMEGA,31.49,99115.61,185.59,0.00,0.00,0.00,12480,-6840,4636,-1224,-2628,-1194,1717
OMEGA,31.50,99114.39,185.70,0.00,0.00,0.00,15804,-13712,4300,-4010,3674,1223,1718
OMEGA,31.51,99113.92,185.74,0.00,0.00,0.00,12256,-11832,4316,-819,2782,-302,1719
OMEGA,31.51,99113.45,185.78,0.00,0.00,0.00,10012,-11780,4952,1997,-3457,-726,1720
OMEGA,31.52,99116.09,185.55,0.00,0.00,0.00,13656,-11836,5036,-1767,2487,261,1721
OMEGA,31.53,99119.37,185.28,0.00,0.00,0.00,11444,-11256,4220,-314,93,1561,1722
OMEGA,31.53,99118.30,185.37,0.00,0.00,0.00,13700,-12700,5236,-527,-1333,-1829,1723
OMEGA,31.54,99116.54,185.51,0.00,0.00,0.00,12100,-11284,4784,367,-1677,584,1724
OMEGA,31.54,99119.48,185.27,0.00,0.00,0.00,10776,-12316,5180,1198,-1295,-2341,1725
OMEGA,31.55,99118.67,185.33,0.00,0.00,0.00,11268,-11684,4952,-170,-530,1879,1726
OMEGA,31.55,99117.51,185.43,0.00,0.00,0.00,10196,-11292,4100,-2460,2701,1892,1727
OMEGA,31.56,99118.83,185.32,0.00,0.00,0.00,14576,-14072,4028,3333,-3058,-838,1728
OMEGA,31.57,99119.11,185.30,0.00,0.00,0.00,13916,-11976,6660,-9078,1503,-1314,1729
OMEGA,31.56,99121.60,185.09,0.00,0.00,0.00,9340,-13648,6660,-17812,8835,-4865,1730
OMEGA,31.55,99118.19,185.37,0.00,0.00,0.00,12352,-12100,3688,7081,-2128,3652,1731
OMEGA,31.56,99120.37,185.19,0.00,0.00,0.00,12556,-11632,6516,595,-2876,318,1732
OMEGA,31.58,99121.24,185.12,0.00,0.00,0.00,13372,-10756,4576,-3335,-1678,-663,1733
OMEGA,31.57,99118.94,185.31,0.00,0.00,0.00,11104,-12320,4984,-1835,5374,-1597,1734
OMEGA,31.58,99120.25,185.20,0.00,0.00,0.00,12812,-10648,5712,-534,-1384,-440,1735
OMEGA,31.58,99122.98,185.00,0.00,0.00,0.00,11436,-11572,4756,-7526,5640,-1042,1736
OMEGA,31.59,99122.73,184.99,0.00,0.00,0.00,13964,-10048,4408,3252,-2273,1828,1737
OMEGA,31.59,99121.41,185.10,0.00,0.00,0.00,12168,-10360,5296,-15,-2250,-776,1738
OMEGA,31.58,99118.92,185.31,0.00,0.00,0.00,10716,-11188,2120,-11692,983,995,1739
OMEGA,31.59,99119.48,185.27,0.00,0.00,0.00,11700,-13296,2516,-4697,10801,-2585,1740
OMEGA,31.58,99119.77,185.24,0.00,0.00,0.00,9524,-12512,7160,-10216,-325,-2775,1741
OMEGA,31.58,99120.29,185.20,0.00,0.00,0.00,10200,-10352,40,6828,10863,4287,1742
OMEGA,31.58,99115.95,185.56,0.00,0.00,0.00,10904,-13960,2780,7039,-11435,-5275,1743
OMEGA,31.58,99116.84,185.49,0.00,0.00,0.00,16844,-16184,8824,-4630,-7550,3624,1744
